capitalization	earnings	taxes	sector	name	alias	symbol	company	Effective tax rate	fauxTaxRate	combinedX	combinedY	splitX	splitY
3214000000	2796000000	489000000	Materials	Allegheny Technologies Inc.		ATI	Allegheny Technologies Inc.	0.17489270386266095	0.17489270386266095	207.42469385534505	43.101616097706504	204.5034845733601	486.03910408805007
33550000000	5279000000	2049000000	Pharma	Allergan Inc.		AGN	Allergan Inc.	0.3881416935025573	0.3881416935025573	451.1567849208842	-15.452267157969144	452.17334516956134	356.5138964009124
10627000000	3371000000	132000000	Information technology	Altera Corp.		ALTR	Altera Corp.	0.03915752002373183	0.03915752002373183	49.19846919500392	-1.4224416133259148	46.42503805357969	227.1607501052304
70631000000	32126000000	13771000000	Consumer products	Altria Group Inc.		MO	Altria Group Inc.	0.4286559173255307	0.4286559173255307	498.47023056987683	26.007619402062502	498.0896266740078	550.6928359295804
117706000000	5522000000	345000000	Retailers	Amazon.com Inc.		AMZN	Amazon.com Inc.	0.06247736327417602	0.06247736327417602	73.63965829679887	-6.2519777300992985	73.86570997382823	162.57984155392276
8512000000	2571000000	246000000	Utilities	Ameren Corporation		AEE	Ameren Corporation	0.09568261376896149	0.09568261376896149	116.0845843760082	-2.0043325804914005	112.37498387619956	421.25231271969596
23915000000	11736000000	243000000	Utilities	American Electric Power Co., Inc.		AEP	American Electric Power Co., Inc.	0.020705521472392636	0.020705521472392636	25.29804970501181	7.143863498053148	25.1247272411648	422.63937989643614
72290000000	31487000000	7600000000	Financials	American Express Company		AXP	American Express Company	0.24136945406040589	0.24136945406040589	282.3948575636571	39.202999509861264	290.44683437746073	629.3386576735138
59187000000	-82917000000	8171000000	Insurance	American International Group, Inc.	A.I.G.	AIG	American International Group, Inc.	-0.09854432745999012	0.65	753.0582281259154	-28.59098660177279	754.2874229841688	291.6705372920909
31253000000	2711000000	206000000	Financials	American Tower Corporation		AMT	American Tower Corporation	0.07598672076724455	0.07598672076724455	90.72657756642546	3.840186931970843	87.10362468348816	615.4170158219879
14662000000	5659000000	986000000	Financials	Ameriprise Financial, Inc.		AMP	Ameriprise Financial, Inc.	0.174235730694469	0.174235730694469	198.6074133261936	27.60248476631008	204.01592358518792	615.0495331638595
12191000000	5633000000	1484000000	Health care	AmerisourceBergen Corporation		ABC	AmerisourceBergen Corporation	0.26344754127463166	0.26344754127463166	307.4952121881741	-80.07148697553029	306.8967427165829	103.57869359616748
78660000000	28488000000	4506000000	Pharma	Amgen Inc.		AMGN	Amgen Inc.	0.15817186183656276	0.15817186183656276	181.94263108003148	27.60282577565421	193.25181427504845	356.40224317689416
11664000000	3710000000	810000000	Information technology	Amphenol Corporation		APH	Amphenol Corporation	0.2183288409703504	0.2183288409703504	256.23993818038247	59.917506456731715	265.43801472893625	214.29380617749845
43985000000	13368000000	3765000000	Energy	Anadarko Petroleum Corporation		APC	Anadarko Petroleum Corporation	0.2816427289048474	0.2816427289048474	331.67381062520775	-19.184241032597598	324.0513036403076	679.4676488549774
13463000000	4402000000	870000000	Information technology	Analog Devices, Inc.		ADI	Analog Devices, Inc.	0.1976374375283962	0.1976374375283962	227.34791698640615	56.14686412952989	229.694583181776	225.4210817561999
18735000000	6675000000	1580000000	Insurance	Aon plc		AON	Aon plc	0.23670411985018727	0.23670411985018727	282.1228194590936	63.15749051765262	275.57469378847765	291.78617231684353
29247000000	24107000000	8625000000	Energy	Apache Corp.		APA	Apache Corp.	0.35777989795495085	0.35777989795495085	424.5197836449563	47.755320627037754	400.4702829291811	679.7976303063067
4625000000	-797000000	26000000	Financials	Apartment Investment & Management Co.		AIV	Apartment Investment & Management Co.	-0.03262233375156838	0.65	756.5278325002998	31.70310209047989	757.3543209738386	629.1578022457944
1875000000	5139000000	2281000000	Consumer products	Apollo Group Inc.		APOL	Apollo Group Inc.	0.4438606732827398	0.4438606732827398	514.6758337206556	13.23664954346544	518.8054003586113	550.679861347987
400236000000	134527000000	18844000000	Information technology	Apple Inc.		AAPL	Apple Inc.	0.1400759698796524	0.1400759698796524	151.8595328149607	-1.871761514810553	156.74195840948755	219.9461688540741
16057000000	7443000000	2172000000	Information technology	Applied Materials, Inc.		AMAT	Applied Materials, Inc.	0.29181781539701734	0.29181781539701734	345.91398092408764	-57.365342268753	342.4667078252866	230.56670388086008
21951000000	15613000000	4260000000	Consumer products	Archer Daniels Midland Company		ADM	Archer Daniels Midland Company	0.2728495484532121	0.2728495484532121	321.9430364491869	-26.204441315289465	310.8910735458726	544.1544680264896
3614000000	4354000000	1844000000	Insurance	Assurant Inc.		AIZ	Assurant Inc.	0.42351860358291227	0.42351860358291227	489.68828027944505	15.755982654174499	493.31505272670006	291.69710932321397
206594000000	67738000000	17819000000	Telecom	AT&T, Inc.		T	AT&T, Inc.	0.26305766334996605	0.26305766334996605	305.69355893029234	-61.32844891452575	306.9226383061274	744.3033617621634
8583000000	1809000000	263000000	Information technology	Autodesk, Inc.		ADSK	Autodesk, Inc.	0.14538419016030957	0.14538419016030957	164.36486461306328	-22.26237827729244	164.38037064623524	242.6282654326351
31167000000	11245000000	4175000000	Information technology	Automatic Data Processing, Inc.		ADP	Automatic Data Processing, Inc.	0.3712761227212094	0.3712761227212094	433.0671002362429	13.95497580518695	429.56456738304126	226.82217645710116
5119000000	760000000	646000000	Retailers	AutoNation Inc.		AN	AutoNation Inc.	0.85	0.6	693.7972417825954	3.917449846080573	704.8357218341888	162.39524884684863
14265000000	6915000000	2182000000	Retailers	AutoZone, Inc.		AZO	AutoZone, Inc.	0.31554591467823573	0.31554591467823573	373.39238153585006	-8.330753124589304	376.60811541381554	160.2073083823659
4251000000	447000000	493000000	Industrials	Avery Dennison Corporation		AVY	Avery Dennison Corporation	1.1029082774049217	0.6	697.6070154051898	-33.614092148115056	704.8167428709164	32.870589938338235
8906000000	4839000000	2304000000	Consumer products	Avon Products Inc.		AVP	Avon Products Inc.	0.47613143211407316	0.47613143211407316	553.3532211638706	3.0310341874981863	554.5736304758547	550.6782054555689
19776000000	10790000000	4712000000	Energy	Baker Hughes Incorporated		BHI	Baker Hughes Incorporated	0.4367006487488415	0.4367006487488415	508.38962837832906	9.76040687584208	508.76397152088896	679.7791078877439
7038000000	3374000000	827000000	Materials	Ball Corporation		BLL	Ball Corporation	0.24510966212211024	0.24510966212211024	295.57145122797556	-47.26160546810549	291.13663889294924	490.3255770043049
132141000000	31231000000	12417000000	Financials	Bank of America Corporation		BAC	Bank of America Corporation	0.3975857321251321	0.3975857321251321	468.88153063722064	-19.368537832965686	460.52115694096204	615.8077764606363
38097000000	14912000000	1922000000	Health care	Baxter International Inc.		BAX	Baxter International Inc.	0.12888948497854077	0.12888948497854077	154.9363129383676	-41.166524550816106	150.66650101962244	97.81358658450988
21263000000	11086000000	4631000000	Financials	BB&T Corporation		BBT	BB&T Corporation	0.417734079018582	0.417734079018582	488.21311909244764	8.391281839715747	489.63955355862953	613.7998956443017
9808000000	2511000000	879000000	Consumer products	Beam, Inc.		BEAM	Beam, Inc.	0.35005973715651134	0.35005973715651134	411.82869838929656	-18.572895701843738	411.8543430776269	545.0579172935788
18516000000	8911000000	2166000000	Health care	Becton, Dickinson and Company		BDX	Becton, Dickinson and Company	0.24307036247334754	0.24307036247334754	280.8829462606736	-42.463177158020706	283.54872916155983	97.60103744741205
14440000000	6329000000	2405000000	Retailers	Bed Bath & Beyond Inc.		BBBY	Bed Bath & Beyond Inc.	0.379996839943119	0.379996839943119	448.921666343379	16.472183647451985	446.818430325116	170.72643222033494
4156000000	1697000000	505000000	Materials	Bemis Company, Inc.		BMS	Bemis Company, Inc.	0.2975839717147908	0.2975839717147908	349.34367354032054	-12.0184856965732	349.44061269840216	489.081834353834
259564000000	96365000000	22584000000	Financials	Berkshire Hathaway Inc.		BRK.A	Berkshire Hathaway Inc.	0.23435894775073937	0.23435894775073937	274.4674884408924	8.692494639074361	279.9717355082068	605.9714096746268
8795000000	11764000000	4396000000	Retailers	Best Buy Co., Inc.		BBY	Best Buy Co., Inc.	0.3736824209452567	0.3736824209452567	433.7054618565493	3.354140350993237	426.1722770698491	165.55448737810136
45875000000	8132000000	2623000000	Pharma	Biogen Idec Inc.		BIIB	Biogen Idec Inc.	0.32255287752090506	0.32255287752090506	379.5945091063008	1.379717527655918	375.8812715018675	356.5083874121411
42698000000	13734000000	4044000000	Financials	BlackRock, Inc.		BLK	BlackRock, Inc.	0.2944517256443862	0.2944517256443862	351.3594060831871	73.63018585297999	353.46420505570757	608.8671593767496
6351000000	2664000000	424000000	Information technology	BMC Software Inc.		BMC	BMC Software Inc.	0.15915915915915915	0.15915915915915915	183.447337013246	39.80926413782206	181.85699985150734	225.73878461743627
8425000000	2467000000	691000000	Consumer products	BorgWarner Inc.		BWA	BorgWarner Inc.	0.28009728415079044	0.28009728415079044	334.3418549223766	-53.01696034585047	328.31025513722324	552.5665381839582
10546000000	-8436000000	886000000	Health care	Boston Scientific Corporation		BSX	Boston Scientific Corporation	-0.10502607871028924	0.65	751.7064460949379	37.10168478757113	755.5176950533569	97.58632156467681
66915000000	28293000000	4460000000	Pharma	Bristol-Myers Squibb Company		BMY	Bristol-Myers Squibb Company	0.15763616442229528	0.15763616442229528	179.53722536690773	-11.048526758643423	175.20943232534313	356.65689365467944
19096000000	3223000000	96000000	Information technology	Broadcom Corp.		BRCM	Broadcom Corp.	0.029785913744958113	0.029785913744958113	34.54599669646755	2.7317375005606643	36.34347874597359	227.157484113625
15070000000	4131000000	1288000000	Consumer products	Brown-Forman Corporation		BF.B	Brown-Forman Corporation	0.3117889130961026	0.3117889130961026	371.74132302035866	-56.11665467327779	368.85391387949807	532.4176573452309
11079000000	5693000000	1992000000	Information technology	CA Technologies		CA	CA Technologies	0.34990339012822763	0.34990339012822763	413.0351504554533	-7.046556681903447	406.774206282716	228.32294436617778
3826000000	810000000	132000000	Consumer products	Cablevision Systems Corporation		CVC	Cablevision Systems Corporation	0.16296296296296298	0.16296296296296298	193.26606421422426	25.299830140202914	195.1838170090932	550.4909152441986
14410000000	1488000000	60000000	Energy	Cabot Oil & Gas Corporation		COG	Cabot Oil & Gas Corporation	0.04032258064516129	0.04032258064516129	49.995366751910865	7.009718422503176	47.90396580335838	679.9104300585176
15476000000	4505000000	1149000000	Energy	Cameron International Corporation		CAM	Cameron International Corporation	0.25504994450610435	0.25504994450610435	314.29962161634745	-30.88653568943092	297.71179110731424	679.4933333463224
14197000000	6633000000	1967000000	Consumer products	Campbell Soup Company		CPB	Campbell Soup Company	0.2965475652042816	0.2965475652042816	348.17217295636635	-65.79970342717414	346.8698943688736	562.944628097731
31996000000	19740000000	6041000000	Financials	Capital One Financial Corp.		COF	Capital One Financial Corp.	0.30602836879432627	0.30602836879432627	353.84181357092916	-29.18406346415742	355.685502987276	621.8666445660122
14579000000	8109000000	2555000000	Health care	Cardinal Health, Inc.		CAH	Cardinal Health, Inc.	0.3150820076458256	0.3150820076458256	368.8465048881077	-1.5827707667537547	364.4349373161026	92.3005145219009
7678000000	2237000000	348000000	Health care	CareFusion Corporation		CFN	CareFusion Corporation	0.15556548949485918	0.15556548949485918	169.57385366033105	-17.519672421053407	182.194624777488	97.78427184199796
9670000000	2439000000	918000000	Retailers	CarMax Inc.		KMX	CarMax Inc.	0.3763837638376384	0.3763837638376384	429.41100064159053	26.91667581875409	433.2303661367191	165.78743978728627
26166000000	11794000000	74000000	Consumer products	Carnival Corporation		CCL	Carnival Corporation	0.0062743768017636085	0.0062743768017636085	8.87692486350048	-5.15849926515061	8.406330125720292	550.6483958785564
55148000000	28835000000	6032000000	Industrials	Caterpillar Inc.		CAT	Caterpillar Inc.	0.2091902202184845	0.2091902202184845	235.86705881774853	34.23329478505327	243.9258869454375	24.70331753396973
8030000000	757000000	863000000	Financials	CBRE Group, Inc.		CBG	CBRE Group, Inc.	1.1400264200792602	0.6	709.8667198148239	-19.661988995629294	700.6720057908499	612.0120119508057
29349000000	-4162000000	1724000000	Consumer products	CBS Corporation		CBS	CBS Corporation	-0.4142239308024988	0.65	766.958705897003	10.705385772308585	763.2397309730303	550.6923542300653
48876000000	3720000000	784000000	Pharma	Celgene Corporation		CELG	Celgene Corporation	0.210752688172043	0.210752688172043	242.50846682509464	20.53571801761332	262.65575325808953	359.79136782735014
10315000000	4495000000	160000000	Utilities	CenterPoint Energy, Inc.		CNP	CenterPoint Energy, Inc.	0.035595105672969966	0.035595105672969966	43.12351327264813	2.9025576188347983	45.59225084596065	415.77100509472643
22630000000	5724000000	1033000000	Telecom	CenturyLink, Inc.		CTL	CenturyLink, Inc.	0.1804682040531097	0.1804682040531097	210.64196739808887	-64.08666716733438	210.84088047435796	744.3684519114905
16088000000	2198000000	554000000	Health care	Cerner Corporation		CERN	Cerner Corporation	0.25204731574158323	0.25204731574158323	291.48924038325003	-3.474409108622203	292.59801198258265	99.78728208649461
11498000000	8790000000	2666000000	Materials	CF Industries Holdings, Inc.		CF	CF Industries Holdings, Inc.	0.30329920364050056	0.30329920364050056	356.99992902762915	37.438731352347574	355.0045572072332	485.87106313338927
9523000000	3966000000	1335000000	Industrials	CH Robinson Worldwide Inc.		CHRW	CH Robinson Worldwide Inc.	0.33661119515885024	0.33661119515885024	391.2712672467754	40.190775881534684	390.9704510041155	33.46219238396826
12747000000	-1160000000	86000000	Energy	Chesapeake Energy Corporation		CHK	Chesapeake Energy Corporation	-0.07413793103448275	0.65	765.1928154517761	-30.37222418777218	761.194931171364	680.5156702357529
228869000000	219880000000	85464000000	Energy	Chevron Corporation		CVX	Chevron Corporation	0.38868473712934326	0.38868473712934326	454.1877136568641	35.5235300844338	462.7640892776622	679.5045549615629
10444000000	1542000000	447000000	Consumer products	Chipotle Mexican Grill, Inc.		CMG	Chipotle Mexican Grill, Inc.	0.2898832684824903	0.2898832684824903	342.0260397052395	13.014763759712173	340.95661377182086	568.2239522710968
18722000000	10069000000	2655000000	Health care	Cigna Corp.		CI	Cigna Corp.	0.2636806038335485	0.2636806038335485	306.8614803246413	-25.00273656629417	307.1392259725922	94.7654787762831
7804000000	3551000000	873000000	Insurance	Cincinnati Financial Corp.		CINF	Cincinnati Financial Corp.	0.24584624049563503	0.24584624049563503	295.6619545939895	34.88281781211052	283.46455904408003	289.8851979470429
5431000000	2633000000	959000000	Industrials	Cintas Corporation		CTAS	Cintas Corporation	0.36422331940751995	0.36422331940751995	423.1579653689374	26.521531195195497	428.2356986029347	29.667142085249285
109679000000	54808000000	11582000000	Information technology	Cisco Systems, Inc.		CSCO	Cisco Systems, Inc.	0.2113195153992118	0.2113195153992118	246.82084357739285	82.49421269113847	244.34673873275688	211.09501041041509
132501000000	-23764000000	19716000000	Financials	Citigroup, Inc.		C	Citigroup, Inc.	-0.8296583066823767	0.65	755.8698289217895	-3.380036665538452	761.6565797461252	615.1454769848524
12699000000	1816000000	190000000	Information technology	Citrix Systems, Inc.		CTXS	Citrix Systems, Inc.	0.10462555066079295	0.10462555066079295	120.94134537971874	17.324626908640465	120.68768697389828	225.38429402512466
2998000000	3855000000	1291000000	Materials	Cliffs Natural Resources Inc.		CLF	Cliffs Natural Resources Inc.	0.33488975356679634	0.33488975356679634	398.50770510714966	4.098352294111396	390.0028770099524	486.3612361237022
20098000000	9133000000	3915000000	Financials	CME Group Inc.		CME	CME Group Inc.	0.42866527975473556	0.42866527975473556	501.23615344465543	-28.106732629303952	499.6232135556424	615.2467667282131
7535000000	2276000000	94000000	Utilities	CMS Energy Corp.		CMS	CMS Energy Corp.	0.04130052724077329	0.04130052724077329	52.963475924012755	-7.315739394464442	52.51254901903832	416.4298573631253
14039000000	7177000000	2338000000	Consumer products	Coach, Inc.		COH	Coach, Inc.	0.3257628535599833	0.3257628535599833	381.56736543507475	27.85899093932721	390.35955523132515	551.8099085003857
10155000000	4452000000	1026000000	Consumer products	Coca-Cola Enterprises Inc.		CCE	Coca-Cola Enterprises Inc.	0.23045822102425875	0.23045822102425875	272.4199552506581	-14.8201641701809	261.4726686954577	558.2704304982067
22562000000	5002000000	1024000000	Information technology	Cognizant Technology Solutions Corporation		CTSH	Cognizant Technology Solutions Corporation	0.20471811275489804	0.20471811275489804	230.20886371054854	-38.89431877520561	238.90924883349396	226.31496208567722
54989000000	20199000000	6017000000	Consumer products	Colgate-Palmolive Co.		CL	Colgate-Palmolive Co.	0.29788603396207736	0.29788603396207736	353.7269713934055	-47.72764980120283	350.7328899001924	551.4195543127206
108363000000	39433000000	10034000000	Consumer products	Comcast Corporation		CMCS.A	Comcast Corporation	0.2544569269393655	0.2544569269393655	295.40697291009576	75.68555391195007	281.7387416602669	538.7686466946194
6493000000	2699000000	1121000000	Financials	Comerica Incorporated		CMA	Comerica Incorporated	0.4153390144497962	0.4153390144497962	484.46435324643136	1.1494054355511143	490.2783118192391	621.9321623422503
7318000000	131000000	1827000000	Information technology	Computer Sciences Corporation		CSC	Computer Sciences Corporation	13.946564885496183	0.6	698.9651617807344	-22.583990794821837	698.1071490566723	231.54921025308306
14421000000	5206000000	2074000000	Consumer products	ConAgra Foods, Inc.		CAG	ConAgra Foods, Inc.	0.3983864771417595	0.3983864771417595	470.940297539352	-3.263447887481307	464.87294913396056	546.7528767481127
72417000000	78775000000	58208000000	Energy	ConocoPhillips		COP	ConocoPhillips	0.7389146302761028	0.6	701.4529280813075	-10.633605129093253	706.1189689908748	679.9580973794854
7595000000	3696000000	714000000	Energy	CONSOL Energy Inc.		CNX	CONSOL Energy Inc.	0.19318181818181818	0.19318181818181818	228.91764389636995	25.515509199547413	218.07046474842593	681.0185580771363
18006000000	9045000000	418000000	Utilities	Consolidated Edison Inc.		ED	Consolidated Edison Inc.	0.04621337755666114	0.04621337755666114	52.688323427180784	15.632511977465573	57.07839778488831	422.98749977186554
8921000000	1332000000	705000000	Consumer products	Constellation Brands Inc.		STZ	Constellation Brands Inc.	0.5292792792792793	0.5292792792792793	615.9216052054302	9.46139206396065	610.1268269435735	550.6899571768104
19663000000	16262000000	1344000000	Information technology	Corning Inc.		GLW	Corning Inc.	0.08264666092731521	0.08264666092731521	96.30589098497106	21.181262492492348	98.00466033152055	227.32108094148597
46709000000	12652000000	4301000000	Retailers	Costco Wholesale Corporation		COST	Costco Wholesale Corporation	0.3399462535567499	0.3399462535567499	404.48303960743897	33.69204278355788	400.1292018736821	161.6533531196891
6503000000	4369000000	1821000000	Health care	Coventry Health Care Inc.		CVH	Coventry Health Care Inc.	0.4168001831082628	0.4168001831082628	482.56413467883044	-13.388225112509476	485.30220649643775	97.8244493203188
31698000000	10426000000	2858000000	Health care	Covidien plc		COV	Covidien plc	0.2741223863418377	0.2741223863418377	324.9821580701655	26.93303047193333	316.53713022753305	100.51555876501374
8251000000	3765000000	1051000000	Health care	CR Bard Inc.		BCR	CR Bard Inc.	0.27915006640106244	0.27915006640106244	339.23866547136635	-12.885321902209396	321.94280533884927	92.6933008284219
20974000000	-718000000	18000000	Telecom	Crown Castle International Corp.		CCI	Crown Castle International Corp.	-0.025069637883008356	0.65	768.1118785738483	-15.295915065871238	757.6855173975363	744.8214183608749
24466000000	14424000000	1998000000	Industrials	CSX Corp.		CSX	CSX Corp.	0.13851913477537436	0.13851913477537436	162.69728779277278	-31.900600120390212	158.6182370740509	32.19506935936838
21408000000	9546000000	2306000000	Industrials	Cummins Inc.		CMI	Cummins Inc.	0.24156714854389272	0.24156714854389272	281.7451352370912	53.26015804959911	282.9186916854235	21.833182873428907
69489000000	33466000000	12818000000	Retailers	CVS Caremark Corporation		CVS	CVS Caremark Corporation	0.3830155979202773	0.3830155979202773	444.8382078544804	-1.9058496991238916	443.0475560847384	158.1369310768393
42076000000	12401000000	1951000000	Industrials	Danaher Corp.		DHR	Danaher Corp.	0.15732602209499233	0.15732602209499233	174.75529867710594	13.162780598074004	170.30517283345716	36.38408825355419
6478000000	3387000000	605000000	Consumer products	Darden Restaurants, Inc.		DRI	Darden Restaurants, Inc.	0.1786241511662238	0.1786241511662238	205.20343791217283	24.64093360638518	211.3441080464331	550.4855284192178
13267000000	4748000000	1206000000	Health care	DaVita HealthCare Partners Inc.		DVA	DaVita HealthCare Partners Inc.	0.2540016849199663	0.2540016849199663	306.74068444644973	-0.5203092389657574	298.2966221596575	93.27626199445025
3309000000	-907000000	365000000	Consumer products	Dean Foods Company		DF	Dean Foods Company	-0.402425578831312	0.65	769.423223335776	-8.020755233428662	757.34455178805	544.938523870332
33689000000	19201000000	5378000000	Industrials	Deere & Company		DE	Deere & Company	0.2800895786677777	0.2800895786677777	341.8366340332622	-31.595712814977187	332.65963668352873	37.319791096860676
24832000000	20110000000	3496000000	Information technology	Dell Inc.		DELL	Dell Inc.	0.173843858776728	0.173843858776728	202.45947346422898	67.1027606609665	204.48261509929463	247.63916863550185
13397000000	13835000000	1265000000	Consumer products	Delphi Automotive PLC		DLPH	Delphi Automotive PLC	0.09143476689555476	0.09143476689555476	108.79290835949496	11.703255323764047	108.9447495265179	550.5632287243965
6710000000	3155000000	166000000	Energy	Denbury Resources Inc.		DNR	Denbury Resources Inc.	0.0526148969889065	0.0526148969889065	61.80002710885579	1.9879550772206895	63.52342702345651	679.8827128701461
5886000000	2019000000	414000000	Health care	DENTSPLY International Inc.		XRAY	DENTSPLY International Inc.	0.2050520059435364	0.2050520059435364	234.985347736698	-46.047940494113455	241.16046756738695	97.71637587575744
22103000000	2182000000	2764000000	Energy	Devon Energy Corporation		DVN	Devon Energy Corporation	1.2667277726856094	0.6	706.9378723652504	2.4721655690117963	693.8660226041059	672.75750447044
9580000000	8392000000	2219000000	Energy	Diamond Offshore Drilling, Inc.		DO	Diamond Offshore Drilling, Inc.	0.2644184938036225	0.2644184938036225	305.5804025345722	65.46512572955632	308.5055858503832	679.4800962181505
31807000000	18633000000	4751000000	Consumer products	DIRECTV		DTV	DIRECTV	0.25497772768743626	0.25497772768743626	296.3859532628134	44.337636545451176	276.7728641179968	555.0769125319105
21654000000	13837000000	4492000000	Financials	Discover Financial Services		DFS	Discover Financial Services	0.32463684324636843	0.32463684324636843	387.5446660319285	55.24053930602887	382.29752908255193	611.6436236237603
28071000000	5829000000	1806000000	Consumer products	Discovery Communications, Inc.		DISC.A	Discovery Communications, Inc.	0.30983015954709214	0.30983015954709214	365.31693484970447	-26.30404256823552	359.0159843516088	534.8710020918401
16479000000	3174000000	1043000000	Consumer products	Dollar General Corporation		DG	Dollar General Corporation	0.3286074354127284	0.3286074354127284	386.6937119124203	-16.483641108231527	390.4844393519781	560.9669556357906
10563000000	2899000000	1051000000	Consumer products	Dollar Tree, Inc.		DLTR	Dollar Tree, Inc.	0.3625388064849948	0.3625388064849948	426.37773626690483	-9.373199353531758	425.19176982106774	549.7784907437268
34641000000	16894000000	6147000000	Utilities	Dominion Resources, Inc.		D	Dominion Resources, Inc.	0.36385699064756716	0.36385699064756716	423.81460837971986	35.51900485379538	423.82756527539465	421.4161898048776
12741000000	5314000000	1251000000	Industrials	Dover Corporation		DOV	Dover Corporation	0.23541588257433196	0.23541588257433196	260.21640820548856	-24.091384118795848	275.12084667301235	34.26199329894361
7545000000	-3785000000	-736000000	Consumer products	DR Horton Inc.		DHI	DR Horton Inc.	0.19445178335535007	0.19445178335535007	225.2821977725959	30.828980901302497	222.9088166321115	553.7160392041192
9521000000	4042000000	1577000000	Consumer products	Dr Pepper Snapple Group, Inc.		DPS	Dr Pepper Snapple Group, Inc.	0.3901533894111826	0.3901533894111826	457.744759544378	-8.106504823418478	456.9984674219135	546.5432421974415
12025000000	5669000000	346000000	Utilities	DTE Energy Company		DTE	DTE Energy Company	0.06103369200917269	0.06103369200917269	71.6428359766289	16.556624596732238	71.44285533930672	420.32161107355097
51507000000	13084000000	432000000	Utilities	Duke Energy Corporation		DUK	Duke Energy Corporation	0.03301742586365026	0.03301742586365026	40.22414659029578	13.912673016825428	38.072902388469046	424.32361125196655
3352000000	2439000000	476000000	Industrials	Dun & Bradstreet Corp.		DNB	Dun & Bradstreet Corp.	0.1951619516195162	0.1951619516195162	227.07398317698687	-20.473515006778122	225.19878853167583	27.78223892603382
2890000000	-5238000000	-352000000	Financials	E*TRADE Financial Corporation		ETFC	E*TRADE Financial Corporation	0.0672012218403971	0.0672012218403971	82.4401305209264	4.016209364450807	79.31248794092625	612.6068289741227
44851000000	18474000000	3464000000	Materials	E. I. du Pont de Nemours and Company		DD	E. I. du Pont de Nemours and Company	0.1875067662661037	0.1875067662661037	212.2848510240078	-38.86566636053687	219.25345892536242	486.10176407610487
